Number of Test Takers,Critical Reading Mean,Mathematics Mean,Writing Mean
63.45454545454545,383.5090909090909,386.2,379.06363636363636
102.53211009174312,392.22935779816515,398.0275229357798,385.13761467889907
92.84693877551021,422.5408163265306,434.8061224489796,414.6020408163265
172.79661016949152,424.1525423728813,443.135593220339,418.3898305084746
256.2,466.7,477.0,451.5
